96	0.000000 0.716165 0.009036 0.716165 0.000000 -0.026868 0.009036 -0.026868 0.000000 
97	0.000000 0.716660 0.008913 0.716660 0.000000 -0.026558 0.008913 -0.026558 0.000000 
98	0.000000 0.717190 0.008892 0.717190 0.000000 -0.026079 0.008892 -0.026079 0.000000 
99	0.000000 0.717736 0.009104 0.717736 0.000000 -0.025665 0.009104 -0.025665 0.000000 
100	0.000000 0.718316 0.008874 0.718316 0.000000 -0.025335 0.008874 -0.025335 0.000000 
101	0.000000 0.718692 0.009082 0.718692 0.000000 -0.024760 0.009082 -0.024760 0.000000 
102	0.000000 0.719359 0.008945 0.719359 0.000000 -0.024447 0.008945 -0.024447 0.000000 
103	0.000000 0.719805 0.008566 0.719805 0.000000 -0.024330 0.008566 -0.024330 0.000000 
104	0.000000 0.720007 0.008345 0.720007 0.000000 -0.024128 0.008345 -0.024128 0.000000 
105	0.000000 0.720436 0.008183 0.720436 0.000000 -0.024004 0.008183 -0.024004 0.000000 
106	0.000000 0.720728 0.007749 0.720728 0.000000 -0.023665 0.007749 -0.023665 0.000000 
107	0.000000 0.721158 0.007815 0.721158 0.000000 -0.023282 0.007815 -0.023282 0.000000 
108	0.000000 0.721436 0.007824 0.721436 0.000000 -0.022828 0.007824 -0.022828 0.000000 
109	0.000000 0.722014 0.007870 0.722014 0.000000 -0.022369 0.007870 -0.022369 0.000000 
110	0.000000 0.722378 0.007415 0.722378 0.000000 -0.022406 0.007415 -0.022406 0.000000 
111	0.000000 0.723017 0.007325 0.723017 0.000000 -0.022027 0.007325 -0.022027 0.000000 
112	0.000000 0.723437 0.007165 0.723437 0.000000 -0.021715 0.007165 -0.021715 0.000000 
113	0.000000 0.724056 0.007120 0.724056 0.000000 -0.021157 0.007120 -0.021157 0.000000 
114	0.000000 0.724688 0.007006 0.724688 0.000000 -0.020675 0.007006 -0.020675 0.000000 
115	0.000000 0.724844 0.006911 0.724844 0.000000 -0.020344 0.006911 -0.020344 0.000000 
116	0.000000 0.725155 0.006893 0.725155 0.000000 -0.020060 0.006893 -0.020060 0.000000 
117	0.000000 0.725428 0.006902 0.725428 0.000000 -0.019709 0.006902 -0.019709 0.000000 
118	0.000000 0.725530 0.006716 0.725530 0.000000 -0.019692 0.006716 -0.019692 0.000000 
119	0.000000 0.726026 0.006564 0.726026 0.000000 -0.019373 0.006564 -0.019373 0.000000 
120	0.000000 0.726792 0.006589 0.726792 0.000000 -0.019048 0.006589 -0.019048 0.000000 
121	0.000000 0.727313 0.006523 0.727313 0.000000 -0.018784 0.006523 -0.018784 0.000000 
122	0.000000 0.727821 0.006425 0.727821 0.000000 -0.018472 0.006425 -0.018472 0.000000 
123	0.000000 0.728277 0.006262 0.728277 0.000000 -0.018245 0.006262 -0.018245 0.000000 
124	0.000000 0.728535 0.006173 0.728535 0.000000 -0.018124 0.006173 -0.018124 0.000000 
125	0.000000 0.729167 0.006141 0.729167 0.000000 -0.017812 0.006141 -0.017812 0.000000 
126	0.000000 0.729603 0.006118 0.729603 0.000000 -0.017526 0.006118 -0.017526 0.000000 
127	0.000000 0.730186 0.005779 0.730186 0.000000 -0.017416 0.005779 -0.017416 0.000000 
128	0.000000 0.730256 0.005943 0.730256 0.000000 -0.017103 0.005943 -0.017103 0.000000 
129	0.000000 0.730504 0.005842 0.730504 0.000000 -0.016878 0.005842 -0.016878 0.000000 
130	0.000000 0.730766 0.005842 0.730766 0.000000 -0.016624 0.005842 -0.016624 0.000000 
131	0.000000 0.730926 0.005506 0.730926 0.000000 -0.016563 0.005506 -0.016563 0.000000 
132	0.000000 0.731540 0.005499 0.731540 0.000000 -0.016389 0.005499 -0.016389 0.000000 
133	0.000000 0.731728 0.005642 0.731728 0.000000 -0.016058 0.005642 -0.016058 0.000000 
134	0.000000 0.732071 0.005209 0.732071 0.000000 -0.016140 0.005209 -0.016140 0.000000 
135	0.000000 0.732449 0.005105 0.732449 0.000000 -0.015859 0.005105 -0.015859 0.000000 
136	0.000000 0.732669 0.004826 0.732669 0.000000 -0.015712 0.004826 -0.015712 0.000000 
137	0.000000 0.733180 0.004716 0.733180 0.000000 -0.015588 0.004716 -0.015588 0.000000 
138	0.000000 0.733383 0.004550 0.733383 0.000000 -0.015617 0.004550 -0.015617 0.000000 
139	0.000000 0.733714 0.004435 0.733714 0.000000 -0.015545 0.004435 -0.015545 0.000000 
140	0.000000 0.734171 0.004356 0.734171 0.000000 -0.015138 0.004356 -0.015138 0.000000 
141	0.000000 0.734661 0.004384 0.734661 0.000000 -0.014989 0.004384 -0.014989 0.000000 
142	0.000000 0.734956 0.004377 0.734956 0.000000 -0.014672 0.004377 -0.014672 0.000000 
143	0.000000 0.735159 0.004384 0.735159 0.000000 -0.014518 0.004384 -0.014518 0.000000 
144	0.000000 0.735368 0.004148 0.735368 0.000000 -0.014351 0.004148 -0.014351 0.000000 
145	0.000000 0.735830 0.004155 0.735830 0.000000 -0.014220 0.004155 -0.014220 0.000000 
146	0.000000 0.736220 0.004196 0.736220 0.000000 -0.014063 0.004196 -0.014063 0.000000 
147	0.000000 0.736376 0.003979 0.736376 0.000000 -0.013933 0.003979 -0.013933 0.000000 
148	0.000000 0.736471 0.003999 0.736471 0.000000 -0.013717 0.003999 -0.013717 0.000000 
149	0.000000 0.736961 0.003831 0.736961 0.000000 -0.013603 0.003831 -0.013603 0.000000 
150	0.000000 0.737241 0.003904 0.737241 0.000000 -0.013357 0.003904 -0.013357 0.000000 
151	0.000000 0.737678 0.003924 0.737678 0.000000 -0.012919 0.003924 -0.012919 0.000000 
152	0.000000 0.737796 0.003858 0.737796 0.000000 -0.012860 0.003858 -0.012860 0.000000 
153	0.000000 0.738241 0.003793 0.738241 0.000000 -0.012618 0.003793 -0.012618 0.000000 
154	0.000000 0.738228 0.003806 0.738228 0.000000 -0.012547 0.003806 -0.012547 0.000000 
155	0.000000 0.738505 0.003574 0.738505 0.000000 -0.012437 0.003574 -0.012437 0.000000 
156	0.000000 0.738858 0.003683 0.738858 0.000000 -0.012136 0.003683 -0.012136 0.000000 
157	0.000000 0.739164 0.003549 0.739164 0.000000 -0.012155 0.003549 -0.012155 0.000000 
158	0.000000 0.739632 0.003460 0.739632 0.000000 -0.011984 0.003460 -0.011984 0.000000 
159	0.000000 0.739871 0.003530 0.739871 0.000000 -0.011833 0.003530 -0.011833 0.000000 
160	0.000000 0.740340 0.003492 0.740340 0.000000 -0.011583 0.003492 -0.011583 0.000000 
161	0.000000 0.740781 0.003498 0.740781 0.000000 -0.011478 0.003498 -0.011478 0.000000 
162	0.000000 0.741046 0.003560 0.741046 0.000000 -0.011441 0.003560 -0.011441 0.000000 
163	0.000000 0.741028 0.003339 0.741028 0.000000 -0.011471 0.003339 -0.011471 0.000000 
164	0.000000 0.741077 0.003406 0.741077 0.000000 -0.011459 0.003406 -0.011459 0.000000 
165	0.000000 0.741386 0.003218 0.741386 0.000000 -0.011496 0.003218 -0.011496 0.000000 
166	0.000000 0.741452 0.003158 0.741452 0.000000 -0.011514 0.003158 -0.011514 0.000000 
167	0.000000 0.741973 0.003176 0.741973 0.000000 -0.011274 0.003176 -0.011274 0.000000 
168	0.000000 0.742211 0.003355 0.742211 0.000000 -0.011060 0.003355 -0.011060 0.000000 
169	0.000000 0.742424 0.003420 0.742424 0.000000 -0.010888 0.003420 -0.010888 0.000000 
170	0.000000 0.742683 0.003290 0.742683 0.000000 -0.010765 0.003290 -0.010765 0.000000 
171	0.000000 0.742794 0.002986 0.742794 0.000000 -0.010747 0.002986 -0.010747 0.000000 
172	0.000000 0.743213 0.003009 0.743213 0.000000 -0.010567 0.003009 -0.010567 0.000000 
173	0.000000 0.743629 0.002853 0.743629 0.000000 -0.010393 0.002853 -0.010393 0.000000 
174	0.000000 0.743939 0.002899 0.743939 0.000000 -0.010141 0.002899 -0.010141 0.000000 
175	0.000000 0.744019 0.002979 0.744019 0.000000 -0.010049 0.002979 -0.010049 0.000000 
176	0.000000 0.744479 0.002940 0.744479 0.000000 -0.009930 0.002940 -0.009930 0.000000 
177	0.000000 0.744564 0.002911 0.744564 0.000000 -0.009681 0.002911 -0.009681 0.000000 
178	0.000000 0.744879 0.002850 0.744879 0.000000 -0.009563 0.002850 -0.009563 0.000000 
179	0.000000 0.745102 0.002771 0.745102 0.000000 -0.009429 0.002771 -0.009429 0.000000 
180	0.000000 0.745269 0.002788 0.745269 0.000000 -0.009185 0.002788 -0.009185 0.000000 
181	0.000000 0.745446 0.002711 0.745446 0.000000 -0.009157 0.002711 -0.009157 0.000000 
182	0.000000 0.745610 0.002705 0.745610 0.000000 -0.009119 0.002705 -0.009119 0.000000 
183	0.000000 0.745791 0.002585 0.745791 0.000000 -0.009108 0.002585 -0.009108 0.000000 
184	0.000000 0.745970 0.002612 0.745970 0.000000 -0.009124 0.002612 -0.009124 0.000000 
185	0.000000 0.746284 0.002574 0.746284 0.000000 -0.009000 0.002574 -0.009000 0.000000 
186	0.000000 0.746499 0.002596 0.746499 0.000000 -0.008849 0.002596 -0.008849 0.000000 
187	0.000000 0.746632 0.002606 0.746632 0.000000 -0.008897 0.002606 -0.008897 0.000000 
188	0.000000 0.746909 0.002442 0.746909 0.000000 -0.008881 0.002442 -0.008881 0.000000 
189	0.000000 0.747285 0.002463 0.747285 0.000000 -0.008813 0.002463 -0.008813 0.000000 
190	0.000000 0.747627 0.002389 0.747627 0.000000 -0.008660 0.002389 -0.008660 0.000000 
191	0.000000 0.747967 0.002394 0.747967 0.000000 -0.008566 0.002394 -0.008566 0.000000 
192	0.000000 0.748337 0.002379 0.748337 0.000000 -0.008378 0.002379 -0.008378 0.000000 
193	0.000000 0.748539 0.002218 0.748539 0.000000 -0.008342 0.002218 -0.008342 0.000000 
194	0.000000 0.748972 0.002239 0.748972 0.000000 -0.008229 0.002239 -0.008229 0.000000 
195	0.000000 0.749044 0.002187 0.749044 0.000000 -0.008259 0.002187 -0.008259 0.000000 
196	0.000000 0.749176 0.002141 0.749176 0.000000 -0.008259 0.002141 -0.008259 0.000000 
197	0.000000 0.749364 0.002086 0.749364 0.000000 -0.008137 0.002086 -0.008137 0.000000 
198	0.000000 0.749511 0.002091 0.749511 0.000000 -0.008148 0.002091 -0.008148 0.000000 
199	0.000000 0.749681 0.001880 0.749681 0.000000 -0.008173 0.001880 -0.008173 0.000000 
200	0.000000 0.750056 0.001895 0.750056 0.000000 -0.008158 0.001895 -0.008158 0.000000 
201	0.000000 0.750106 0.001885 0.750106 0.000000 -0.008178 0.001885 -0.008178 0.000000 
202	0.000000 0.750339 0.001959 0.750339 0.000000 -0.008108 0.001959 -0.008108 0.000000 
203	0.000000 0.750664 0.001915 0.750664 0.000000 -0.008069 0.001915 -0.008069 0.000000 
204	0.000000 0.751041 0.001978 0.751041 0.000000 -0.007946 0.001978 -0.007946 0.000000 
205	0.000000 0.751310 0.001978 0.751310 0.000000 -0.007868 0.001978 -0.007868 0.000000 
206	0.000000 0.751509 0.002022 0.751509 0.000000 -0.007713 0.002022 -0.007713 0.000000 
207	0.000000 0.751876 0.001921 0.751876 0.000000 -0.007669 0.001921 -0.007669 0.000000 
208	0.000000 0.752006 0.001858 0.752006 0.000000 -0.007689 0.001858 -0.007689 0.000000 
209	0.000000 0.752168 0.001820 0.752168 0.000000 -0.007622 0.001820 -0.007622 0.000000 
210	0.000000 0.752378 0.001848 0.752378 0.000000 -0.007536 0.001848 -0.007536 0.000000 
211	0.000000 0.752577 0.001844 0.752577 0.000000 -0.007399 0.001844 -0.007399 0.000000 
212	0.000000 0.752860 0.001820 0.752860 0.000000 -0.007342 0.001820 -0.007342 0.000000 
213	0.000000 0.753038 0.001797 0.753038 0.000000 -0.007290 0.001797 -0.007290 0.000000 
214	0.000000 0.753132 0.001586 0.753132 0.000000 -0.007370 0.001586 -0.007370 0.000000 
215	0.000000 0.753481 0.001717 0.753481 0.000000 -0.007253 0.001717 -0.007253 0.000000 
216	0.000000 0.753712 0.001601 0.753712 0.000000 -0.007240 0.001601 -0.007240 0.000000 
217	0.000000 0.753860 0.001573 0.753860 0.000000 -0.007170 0.001573 -0.007170 0.000000 
218	0.000000 0.754043 0.001458 0.754043 0.000000 -0.007216 0.001458 -0.007216 0.000000 
219	0.000000 0.754399 0.001614 0.754399 0.000000 -0.007070 0.001614 -0.007070 0.000000 
220	0.000000 0.754631 0.001632 0.754631 0.000000 -0.006966 0.001632 -0.006966 0.000000 
221	0.000000 0.754930 0.001623 0.754930 0.000000 -0.006825 0.001623 -0.006825 0.000000 
222	0.000000 0.755209 0.001614 0.755209 0.000000 -0.006843 0.001614 -0.006843 0.000000 
223	0.000000 0.755527 0.001475 0.755527 0.000000 -0.006727 0.001475 -0.006727 0.000000 
224	0.000000 0.755751 0.001475 0.755751 0.000000 -0.006727 0.001475 -0.006727 0.000000 
225	0.000000 0.755893 0.001519 0.755893 0.000000 -0.006642 0.001519 -0.006642 0.000000 
226	0.000000 0.755999 0.001462 0.755999 0.000000 -0.006580 0.001462 -0.006580 0.000000 
227	0.000000 0.756237 0.001589 0.756237 0.000000 -0.006514 0.001589 -0.006514 0.000000 
228	0.000000 0.756412 0.001664 0.756412 0.000000 -0.006409 0.001664 -0.006409 0.000000 
229	0.000000 0.756901 0.001647 0.756901 0.000000 -0.006239 0.001647 -0.006239 0.000000 
230	0.000000 0.757041 0.001503 0.757041 0.000000 -0.006230 0.001503 -0.006230 0.000000 
231	0.000000 0.757114 0.001408 0.757114 0.000000 -0.006195 0.001408 -0.006195 0.000000 
232	0.000000 0.757136 0.001386 0.757136 0.000000 -0.006122 0.001386 -0.006122 0.000000 
233	0.000000 0.757359 0.001348 0.757359 0.000000 -0.006049 0.001348 -0.006049 0.000000 
234	0.000000 0.757393 0.001412 0.757393 0.000000 -0.005951 0.001412 -0.005951 0.000000 
235	0.000000 0.757525 0.001556 0.757525 0.000000 -0.005857 0.001556 -0.005857 0.000000 
236	0.000000 0.757724 0.001514 0.757724 0.000000 -0.005790 0.001514 -0.005790 0.000000 
237	0.000000 0.758020 0.001392 0.758020 0.000000 -0.005773 0.001392 -0.005773 0.000000 
238	0.000000 0.758242 0.001379 0.758242 0.000000 -0.005668 0.001379 -0.005668 0.000000 
239	0.000000 0.758418 0.001513 0.758418 0.000000 -0.005555 0.001513 -0.005555 0.000000 
240	0.000000 0.758760 0.001580 0.758760 0.000000 -0.005400 0.001580 -0.005400 0.000000 
241	0.000000 0.758901 0.001385 0.758901 0.000000 -0.005438 0.001385 -0.005438 0.000000 
242	0.000000 0.759186 0.001426 0.759186 0.000000 -0.005454 0.001426 -0.005454 0.000000 
243	0.000000 0.759392 0.001352 0.759392 0.000000 -0.005504 0.001352 -0.005504 0.000000 
244	0.000000 0.759498 0.001389 0.759498 0.000000 -0.005569 0.001389 -0.005569 0.000000 
245	0.000000 0.759731 0.001328 0.759731 0.000000 -0.005504 0.001328 -0.005504 0.000000 
246	0.000000 0.759873 0.001380 0.759873 0.000000 -0.005512 0.001380 -0.005512 0.000000 
247	0.000000 0.759942 0.001247 0.759942 0.000000 -0.005553 0.001247 -0.005553 0.000000 
248	0.000000 0.760051 0.001267 0.760051 0.000000 -0.005480 0.001267 -0.005480 0.000000 
249	0.000000 0.760292 0.001203 0.760292 0.000000 -0.005476 0.001203 -0.005476 0.000000 
250	0.000000 0.760612 0.001363 0.760612 0.000000 -0.005312 0.001363 -0.005312 0.000000 
251	0.000000 0.760572 0.001339 0.760572 0.000000 -0.005236 0.001339 -0.005236 0.000000 
252	0.000000 0.760854 0.001224 0.760854 0.000000 -0.005181 0.001224 -0.005181 0.000000 
253	0.000000 0.760941 0.001216 0.760941 0.000000 -0.005141 0.001216 -0.005141 0.000000 
254	0.000000 0.761055 0.001291 0.761055 0.000000 -0.005094 0.001291 -0.005094 0.000000 
255	0.000000 0.761176 0.001220 0.761176 0.000000 -0.005204 0.001220 -0.005204 0.000000 
256	0.000000 0.761274 0.001056 0.761274 0.000000 -0.005360 0.001056 -0.005360 0.000000 
257	0.000000 0.761395 0.000986 0.761395 0.000000 -0.005368 0.000986 -0.005368 0.000000 
258	0.000000 0.761643 0.000947 0.761643 0.000000 -0.005224 0.000947 -0.005224 0.000000 
259	0.000000 0.761986 0.001036 0.761986 0.000000 -0.005058 0.001036 -0.005058 0.000000 
260	0.000000 0.762244 0.001105 0.762244 0.000000 -0.005012 0.001105 -0.005012 0.000000 
261	0.000000 0.762344 0.001109 0.762344 0.000000 -0.005001 0.001109 -0.005001 0.000000 
262	0.000000 0.762424 0.001006 0.762424 0.000000 -0.005031 0.001006 -0.005031 0.000000 
263	0.000000 0.762564 0.000934 0.762564 0.000000 -0.005062 0.000934 -0.005062 0.000000 
264	0.000000 0.762754 0.000987 0.762754 0.000000 -0.005031 0.000987 -0.005031 0.000000 
265	0.000000 0.762803 0.001002 0.762803 0.000000 -0.005088 0.001002 -0.005088 0.000000 
266	0.000000 0.762837 0.000870 0.762837 0.000000 -0.005118 0.000870 -0.005118 0.000000 
267	0.000000 0.763020 0.000878 0.763020 0.000000 -0.005167 0.000878 -0.005167 0.000000 
268	0.000000 0.763214 0.000882 0.763214 0.000000 -0.005114 0.000882 -0.005114 0.000000 
269	0.000000 0.763374 0.000937 0.763374 0.000000 -0.005048 0.000937 -0.005048 0.000000 
270	0.000000 0.763578 0.000922 0.763578 0.000000 -0.005033 0.000922 -0.005033 0.000000 
271	0.000000 0.763836 0.000948 0.763836 0.000000 -0.004959 0.000948 -0.004959 0.000000 
272	0.000000 0.764002 0.001007 0.764002 0.000000 -0.004977 0.001007 -0.004977 0.000000 
273	0.000000 0.764273 0.000916 0.764273 0.000000 -0.004988 0.000916 -0.004988 0.000000 
274	0.000000 0.764451 0.000926 0.764451 0.000000 -0.004799 0.000926 -0.004799 0.000000 
275	0.000000 0.764564 0.000930 0.764564 0.000000 -0.004791 0.000930 -0.004791 0.000000 
276	0.000000 0.764666 0.000984 0.764666 0.000000 -0.004741 0.000984 -0.004741 0.000000 
277	0.000000 0.764796 0.001107 0.764796 0.000000 -0.004654 0.001107 -0.004654 0.000000 
278	0.000000 0.764904 0.001068 0.764904 0.000000 -0.004686 0.001068 -0.004686 0.000000 
279	0.000000 0.765007 0.001010 0.765007 0.000000 -0.004643 0.001010 -0.004643 0.000000 
